pulocationid,dolocationid,tmode,duration,price,w10000,w15000,w25000,w35000,w50000,w75000,w100000,w125000,w150000,w200000
244,168,3,15.66435574,14.098739499999999,23,92,0,23,23,69,92,92,69,0
244,168,5,94.86666667,0.0,0,0,0,0,23,46,0,0,0,0
244,169,3,18.02061728,10.91111111,0,0,0,0,23,0,0,0,0,23
244,169,5,70.53333333,0.0,0,0,0,0,0,23,0,0,23,0
244,170,3,36.0589233,31.01672566,0,0,0,23,0,0,0,0,23,0
244,174,3,19.74871795,23.92307692,69,115,46,92,69,230,46,46,69,0
244,174,2,43.0,5.5,1380,1518,1702,1380,1288,3082,1679,1357,1334,230
244,174,8,21.57379304,9.687283478,138,115,184,92,92,322,299,253,184,23
244,179,3,24.3469697,24.54545455,0,0,0,23,0,0,0,0,0,0
244,179,2,56.0,5.5,0,23,0,23,23,46,0,23,23,0
244,179,8,23.92347187,9.509682759,0,0,0,0,0,0,23,0,0,0
244,182,3,16.12555556,18.06666667,0,0,0,0,0,46,0,23,23,0
244,182,2,52.0,8.25,23,0,138,138,230,506,483,506,207,92
244,182,8,16.96696919,8.588888889,0,0,0,0,23,23,69,69,69,0
244,186,3,25.24183078,26.20678337,0,115,46,69,23,23,92,92,0,46
244,200,2,31.0,5.5,0,0,0,0,0,46,138,184,253,299
244,200,3,12.91236559,16.73685484,0,0,0,0,0,0,0,0,23,46
244,202,2,46.0,8.25,0,0,23,0,46,46,69,92,161,184
244,202,8,31.04187422,11.03946667,0,0,0,0,0,23,0,0,0,23
244,208,8,19.38305601,9.832586667000001,0,0,0,0,0,23,0,23,23,69
244,208,2,67.0,8.25,23,0,0,46,207,92,230,184,92,299
244,208,3,19.77254902,26.79411765,0,0,23,0,0,0,0,23,46,0
244,209,3,37.15046296,37.56194444,0,0,0,0,0,0,0,23,0,0
244,210,2,88.0,8.25,23,69,115,92,23,253,437,690,276,207
244,211,2,43.0,2.75,0,138,69,115,92,299,230,69,46,69
244,211,8,33.49032812,26.00200828,0,0,0,0,0,0,0,0,0,0
244,212,2,57.0,8.25,0,23,115,207,0,115,138,92,92,0
244,212,3,18.84583333,18.6875,0,46,0,0,0,0,0,0,0,0
244,213,2,68.0,8.25,23,23,46,0,23,92,46,23,92,138
244,213,8,19.74582114,9.216713846000001,0,23,0,23,0,0,0,0,0,23
244,220,8,12.72911194,7.621970769,23,46,46,23,46,230,437,437,207,253
244,220,5,107.58333329999999,0.0,0,0,0,0,0,0,23,0,46,23
244,220,2,35.0,2.75,368,506,575,529,897,2047,3634,3703,2921,2921
244,224,2,42.0,5.5,0,0,0,23,23,0,92,46,161,92
244,226,8,31.06954545,11.158584,23,161,92,207,46,460,621,276,276,184
244,226,2,52.0,8.25,966,1610,1403,1702,1081,5428,5313,3634,1495,1955
244,229,2,43.0,5.5,276,184,230,184,253,437,621,644,1748,322
244,229,8,41.44590357,24.86219243,0,92,0,0,0,92,92,23,138,0
244,230,8,24.54872286,24.301098899999996,69,69,69,92,69,230,161,253,46,23
244,230,2,33.0,2.75,851,782,184,1334,391,1978,1817,1265,1219,851
244,231,2,35.0,2.75,621,1748,851,667,621,1817,1587,1541,667,506
244,231,8,34.68632905,26.20684138,0,253,92,69,46,115,230,92,46,115
244,232,3,33.4827957,36.33064516,0,0,23,0,0,0,0,0,0,0
244,233,2,39.0,5.5,0,0,23,0,0,46,46,0,138,69
244,234,2,35.0,5.5,391,207,414,483,230,897,713,897,460,575
244,235,2,27.0,5.5,0,23,0,0,46,161,69,46,0,0
244,235,3,12.27986577,11.50671141,0,0,0,0,0,23,0,0,0,0
244,235,8,12.03716091,6.429397457,0,0,0,0,23,0,0,23,0,0
244,236,2,39.0,5.5,92,989,414,138,184,851,552,345,230,299
244,236,8,25.189001100000002,18.50457436,23,115,23,23,23,69,46,23,0,46
244,237,2,41.0,5.5,92,161,138,299,598,920,2185,1541,1311,1311
244,238,2,25.0,2.75,1127,2875,2415,3496,3151,6325,5681,4807,2116,4048
244,238,3,18.19699145,15.17564103,23,138,115,230,207,299,414,276,184,230
244,239,3,17.60106302,17.11517084,0,46,23,23,0,115,69,138,23,69
244,241,2,46.0,2.75,437,3243,1863,1518,2116,6003,6256,6026,2668,3473
244,242,3,25.84761905,25.38095238,0,0,23,0,0,0,23,0,46,23
244,242,8,24.21682234,9.476466087,0,23,0,23,0,0,46,23,0,0
244,243,3,9.317237885,7.547540077000001,713,1909,1426,1219,1012,2185,2484,1725,966,1403
244,243,5,37.86666667,0.0,6877,27094,19320,13823,11408,25300,29417,18193,11868,13616
244,243,8,8.647219158,5.849019845,1679,4393,2921,2576,2070,5083,5589,4048,2208,2714
244,243,2,20.0,2.75,6394,17848,14260,10971,8280,20723,23690,14858,9223,10649
244,246,8,22.657754100000002,24.37578135,23,0,0,0,0,0,0,0,0,0
244,246,3,23.37833118,23.05950841,0,0,0,0,0,0,0,0,0,0
244,246,2,43.0,2.75,23,69,46,138,46,138,115,299,161,299
244,247,8,11.62272413,6.259925222000001,0,92,23,0,23,69,69,92,23,0
244,247,5,50.16666667,0.0,0,23,23,69,23,69,69,46,0,0
244,248,2,57.0,5.5,23,23,46,0,46,92,184,92,46,0
244,249,8,35.57942947,25.4216025,0,0,23,0,0,0,0,0,0,0
244,254,3,23.30595238,26.44642857,0,0,0,0,0,0,0,0,0,0
244,254,8,22.80103887,10.20469714,0,46,23,0,0,0,46,0,0,0
244,254,2,50.0,8.25,0,23,23,0,23,138,69,0,23,0
244,259,2,50.0,8.25,414,207,138,552,92,460,299,207,92,0
244,259,3,20.11851852,26.27777778,0,23,23,23,0,23,23,0,0,0
244,259,8,21.28034445,10.015392,0,46,0,0,23,92,92,0,0,23
244,260,2,51.0,5.5,161,115,506,805,644,1173,1127,1012,598,345
244,260,3,23.95128205,28.96153846,23,0,0,0,46,0,0,46,46,0
244,261,8,35.64596379,26.59099636,0,23,0,0,0,46,0,0,23,0
244,262,8,25.99965731,18.741632,0,23,23,92,46,230,92,46,23,46
244,262,3,26.67857143,22.92857143,0,69,46,115,23,69,92,0,0,0
244,263,2,37.0,5.5,0,0,0,0,0,23,92,92,23,0
244,263,8,24.38054198,18.68304,0,0,0,0,0,0,0,23,23,0
245,5,2,73.0,8.25,0,0,0,0,0,0,0,0,0,0
245,5,8,22.20661765,11.24089687,0,0,0,0,0,0,0,0,23,0
245,6,8,14.30285768,7.409293373,23,0,23,0,0,23,46,138,46,23
245,12,2,64.0,2.75,0,0,0,0,0,0,0,0,23,0
245,14,2,65.0,2.75,46,23,92,69,115,276,552,184,138,161
245,14,8,22.85446078,8.481855777,0,46,69,115,46,299,322,184,230,69
245,21,2,106.0,5.5,23,46,46,23,161,368,460,460,644,598
245,21,8,27.7525641,10.87135335,23,23,92,46,115,322,552,368,552,460
245,23,5,106.61666670000001,0.0,0,0,0,0,0,0,0,0,0,46
245,23,2,41.0,5.5,598,345,368,736,598,3496,3059,4232,5083,6141
245,29,2,122.0,5.5,0,46,46,69,138,46,69,161,161,138
245,33,8,45.225,11.46764721,0,0,0,0,0,0,23,0,23,0
245,33,2,80.0,5.5,69,0,0,23,0,138,69,115,115,92
245,42,2,108.0,11.0,23,0,0,0,0,0,0,23,0,0
245,44,8,27.57140805,13.85610083,46,0,0,0,23,46,23,115,46,230
245,44,2,102.0,8.25,69,46,0,46,23,161,69,0,184,46
245,48,2,100.0,5.5,0,0,0,0,0,46,0,0,0,0
245,55,8,25.67898551,11.30471221,0,0,0,0,0,0,0,0,0,0
245,67,8,23.75979853,9.256948741,0,0,0,0,23,0,0,0,0,0
245,76,8,55.65,15.68338051,23,0,0,0,69,0,23,0,46,0
245,76,2,107.0,11.0,46,23,23,69,0,23,46,0,0,0
245,82,8,47.23809524,17.43827485,0,0,0,23,46,0,23,23,0,0
245,84,8,25.90341667,12.39560743,138,0,46,46,207,483,138,437,230,184
245,84,2,89.0,8.25,92,46,138,69,230,713,230,575,322,230
245,84,3,22.73333333,42.5,0,0,0,0,0,0,0,0,0,23
245,85,2,96.0,5.5,0,0,0,0,0,0,0,0,0,23
245,87,2,70.0,2.75,0,0,46,46,46,69,92,92,115,115
245,88,8,35.05666667,26.22822264,23,0,69,92,69,230,299,552,552,690
245,88,2,64.0,2.75,437,966,920,989,1127,3680,4876,5405,4784,5796
245,97,8,45.12916667,12.05653824,0,0,0,0,0,69,46,92,69,23
245,100,2,96.0,5.5,0,23,0,23,23,0,115,23,23,46
245,100,8,61.50133333,29.25565816,0,0,0,0,0,23,0,0,0,46
245,109,8,28.36517274,10.34235485,46,161,92,184,92,552,713,667,483,598
245,115,2,37.0,2.75,2783,1403,1955,2967,1472,4416,5934,5865,3289,4439
245,115,8,12.38082213,6.11366229,2461,1403,1150,2415,1725,3703,5681,6072,3703,4002
245,118,2,54.0,5.5,644,598,506,667,966,1932,2530,2438,2001,2737
245,118,5,121.78333329999998,0.0,23,0,23,23,23,0,69,0,0,23
245,130,2,127.0,8.25,0,0,0,23,0,0,0,0,0,0
245,132,8,47.98688479,19.71206083,23,0,0,0,23,69,69,0,46,92
245,132,2,145.0,11.0,23,0,0,0,0,46,23,46,0,23
245,137,8,55.22833333,28.97836687,0,23,0,23,0,0,23,23,0,0
245,137,2,80.0,8.25,69,69,46,46,69,184,138,138,161,230
245,143,8,58.52916667,25.42799933,0,0,0,0,0,0,0,0,0,46
245,143,2,100.0,5.5,0,46,0,69,138,115,207,161,161,92
245,144,2,82.0,5.5,69,0,46,230,713,368,920,1541,2001,2461
245,148,2,90.0,5.5,69,0,23,115,161,184,161,161,92,207
245,148,8,40.36008772,27.56729593,0,0,23,23,0,0,0,23,0,0
245,156,8,16.28581122,8.071926254,989,759,736,552,322,1587,2208,1886,1495,1679
245,156,2,41.0,2.75,1219,989,1104,644,529,2461,3013,2208,2047,1771
245,161,2,95.0,8.25,46,0,0,0,23,23,46,23,23,46
245,162,2,87.0,8.25,0,0,0,0,69,0,23,0,0,0
245,164,2,86.0,5.5,0,0,0,0,23,0,0,0,0,23
245,165,2,112.0,8.25,0,0,0,0,0,0,0,23,0,0
245,166,2,106.0,5.5,0,0,0,23,23,0,46,0,0,0
245,172,8,21.23979442,8.6444629,69,69,115,161,92,552,1242,1173,667,1012
245,176,2,59.0,8.25,0,0,0,0,23,23,46,92,69,46
245,176,8,31.80422078,9.335216163,23,0,0,0,23,23,23,46,46,23
245,186,2,85.0,5.5,0,0,0,0,0,0,0,0,23,0
245,187,5,61.43333333,0.0,207,23,115,207,69,437,391,414,184,598
245,189,8,42.39166667,11.97191801,0,0,0,0,0,0,23,0,0,0
245,206,5,42.18333333,0.0,2944,1357,1587,2668,2415,5267,6601,5612,5313,5451
245,214,2,51.0,5.5,230,69,230,322,437,897,690,1403,1426,1081
245,214,8,17.90071797,7.8504913179999996,184,115,46,276,391,736,460,1081,1196,897
245,221,8,13.84753954,6.613217932,989,1334,874,1104,1610,2507,5313,3864,2530,2898
245,221,5,60.11666667,0.0,184,253,207,230,46,184,529,391,414,437
245,225,8,56.47373737,13.73241761,0,0,0,0,46,0,23,23,23,92
245,225,2,105.0,8.25,0,0,46,0,69,23,23,92,69,115
245,228,2,85.0,5.5,0,0,0,0,0,0,23,0,0,0
245,228,8,29.26273247,9.535824736,0,0,0,23,23,0,0,0,0,0
245,230,2,86.0,5.5,23,0,0,23,23,23,0,0,23,23
245,231,2,74.0,5.5,0,0,0,0,0,0,0,23,0,0
245,233,2,92.0,5.5,0,0,0,23,0,0,23,0,0,0
245,236,2,89.0,5.5,161,23,115,253,92,299,184,575,368,552
245,247,2,103.0,5.5,69,0,115,92,23,138,69,184,161,322
245,247,8,64.6,19.70655427,0,0,0,69,23,184,46,161,115,23
245,251,5,43.05,0.0,299,253,414,920,1035,2369,3358,2944,2898,3036
245,251,2,27.0,2.75,1334,667,1610,2254,2369,8487,8050,8970,7843,8533
245,261,2,64.0,8.25,23,23,0,0,0,0,46,23,46,23
246,4,3,25.26834911,15.74290221,23,0,0,0,0,23,23,0,0,0
246,4,8,23.72123888,22.06356286,0,46,0,0,0,23,0,46,0,0
246,7,2,40.0,5.5,0,0,69,92,46,46,161,161,92,115
246,7,8,32.217814600000004,8.898173687,0,0,0,0,0,23,0,23,23,0
246,7,3,33.93181818,22.64242424,0,0,0,0,0,0,0,0,0,46
246,13,5,69.6,0.0,0,0,0,0,0,23,0,0,0,23
246,13,2,42.0,2.75,69,46,69,23,23,184,23,92,69,138
246,36,2,48.0,5.5,23,115,184,69,23,184,253,69,138,138
246,36,3,39.33547009,32.3974359,0,0,23,0,23,0,23,0,0,23
246,37,3,36.06025641,30.0,0,0,0,0,0,0,0,0,0,0
246,37,2,52.0,5.5,23,0,46,23,46,46,138,115,115,161
246,39,2,75.0,8.25,0,0,23,0,0,69,23,23,23,23
246,39,8,53.71728913,14.643944,0,0,0,0,0,0,0,23,0,0
246,41,8,20.90655835,8.401714573,92,69,92,92,23,92,230,92,253,207
246,41,2,36.0,5.5,736,483,1058,828,667,1656,2530,1679,1748,1978
246,41,3,21.30175301,19.50538462,69,0,0,69,23,92,92,23,46,115
246,42,8,25.41131742,9.181849788,46,184,92,23,46,69,46,92,92,0
246,42,3,28.25193548,23.13070968,23,69,0,0,0,23,46,69,69,0
246,43,3,22.77987458,14.24008683,0,0,0,0,0,0,0,0,0,0
246,43,2,38.0,5.5,0,0,0,0,0,0,0,0,0,23
246,45,2,35.0,5.5,322,322,897,644,230,1449,1932,1012,621,667
246,45,3,26.92203732,17.42593041,0,92,92,115,0,207,161,69,46,69
246,45,8,24.61139991,22.23321948,0,23,23,92,92,69,207,138,92,322
246,45,5,84.75,0.0,0,0,0,0,23,0,0,0,0,23
246,48,2,22.0,2.75,368,161,345,1081,253,851,1150,1426,1564,3220
246,48,3,11.08470329,7.645599109,46,0,69,115,69,184,299,230,322,391
246,50,5,30.28333333,0.0,207,69,161,46,115,276,414,506,529,276
246,50,3,9.992993318,6.831089699,0,23,0,23,0,115,23,161,46,46
246,50,8,10.05951847,20.71125914,0,0,23,46,0,23,23,69,69,46
246,53,8,38.075,14.005999999999998,0,0,0,23,46,23,0,92,0,46
246,53,2,66.0,5.5,23,0,23,69,115,299,230,345,161,230
246,61,8,36.62788157,10.00403218,23,0,0,0,0,0,23,0,23,0
246,68,5,12.75,0.0,10534,2530,4669,9154,4278,14628,27393,24380,23391,41377
246,68,8,9.343319304,20.54519331,874,184,598,897,391,1472,2852,2231,2415,3887
246,75,2,35.0,5.5,0,23,23,0,0,23,0,23,0,0
246,75,3,22.95475655,18.90377528,23,0,0,0,0,0,0,0,0,0
246,77,8,47.07236842,13.148416000000001,0,69,0,138,92,322,322,230,92,253
246,77,2,65.0,5.5,92,460,920,483,1265,2139,3013,2231,1840,3312
246,79,2,43.0,2.75,230,230,391,138,368,23,368,460,69,667
246,79,3,23.0664707,14.31970885,23,0,115,0,115,0,46,46,46,92
246,79,8,21.57756698,21.61577411,69,23,92,23,23,23,92,69,0,230
246,83,3,33.41052632,28.10526316,0,0,0,0,23,23,0,46,0,0
246,83,2,48.0,2.75,0,23,161,92,46,414,437,184,69,184
246,83,8,32.91614751,9.626343529,0,0,0,0,23,0,0,0,0,69
246,87,3,24.5053996,18.06230307,0,0,0,0,0,23,0,0,0,0
246,87,8,23.09310129,22.55077133,0,0,0,0,0,0,23,0,23,0
246,88,2,38.0,5.5,0,0,0,0,0,23,0,23,0,46
246,90,3,10.93949016,7.728473659,391,161,322,230,207,230,299,368,391,575
246,90,5,28.75,0.0,3772,1311,1863,3128,1725,4945,4968,5566,5842,9361
246,91,8,46.48642214,12.92940571,0,0,0,0,0,0,23,0,0,0
246,92,2,60.0,2.75,230,276,276,253,138,414,575,414,391,345
246,92,8,41.88930849,13.32542745,23,23,0,23,0,0,184,23,23,0
246,92,3,41.98944444,44.66666667,23,0,23,0,0,0,0,0,23,0
246,95,8,64.40215274,11.59968152,23,23,23,23,69,184,322,161,184,230
246,95,2,45.0,5.5,161,23,115,230,368,1587,2392,1403,2369,2645
246,100,5,30.93333333,0.0,0,207,460,368,483,1679,1610,1265,874,1173
246,107,2,27.0,2.75,690,713,1403,460,138,1610,1978,1541,1817,3105
246,107,8,18.3655457,21.13692526,161,23,345,92,0,46,207,138,115,621
246,107,5,48.06666667,0.0,0,23,115,46,23,230,391,322,437,529
246,112,8,40.4892455,8.870280678,0,0,0,0,0,0,0,0,0,0
246,113,2,35.0,2.75,23,0,115,23,0,184,46,46,253,138
246,113,5,49.93333333,0.0,0,0,23,0,0,69,184,46,46,92
246,114,5,54.35,0.0,0,0,0,23,0,46,23,115,23,138
246,114,2,34.0,2.75,92,0,0,92,230,299,483,552,1081,713
246,114,3,21.76130208,13.45234375,0,0,0,23,0,69,92,92,161,161
246,116,2,38.0,5.5,230,46,437,115,0,276,667,506,1081,1357
246,116,3,25.43089261,22.71338912,0,0,23,0,0,0,23,46,46,23
246,121,8,40.35782828,12.77472,0,0,23,69,0,115,253,253,276,207
246,121,2,70.0,8.25,184,138,483,529,253,1495,2737,1909,2438,2254
246,121,3,38.77777778,44.25,0,23,0,0,0,23,23,23,0,23
246,123,8,138.2364821,13.22373647,0,0,0,0,0,0,23,23,0,23
246,125,5,56.43333333,0.0,0,23,0,0,0,0,0,0,23,0
246,125,8,15.24261958,21.36137058,0,0,0,0,0,23,0,0,0,0
246,125,3,16.58495984,11.83669993,0,0,0,0,0,0,0,23,0,23
246,135,3,28.75833333,37.125,0,0,0,0,0,0,0,0,23,0
246,135,8,34.9967803,12.7748,23,0,0,0,0,0,23,46,69,92
246,140,3,27.23274752,18.03192527,0,0,0,0,0,0,0,0,69,0
246,141,2,25.0,5.5,0,0,0,0,0,0,23,0,0,0
246,142,5,59.93333333,0.0,184,0,138,46,23,69,253,138,322,184
246,142,3,13.42723445,9.299114302000001,0,0,92,0,23,46,69,46,138,184
246,143,2,29.0,5.5,253,184,92,0,69,253,506,92,92,368
246,143,3,11.77685614,8.907684211,138,46,23,0,23,0,92,23,0,46
246,143,5,49.11666667,0.0,69,46,46,0,0,0,138,46,23,46
246,144,5,71.16666667,0.0,0,46,23,0,0,0,46,0,0,0
246,144,8,22.01886315,21.79146918,0,0,92,0,0,23,92,69,69,115
246,145,8,32.077996999999996,7.978915445,0,0,0,0,0,23,23,0,69,23
246,146,8,27.87086297,8.159906484,0,23,0,23,0,23,0,0,0,0
246,148,8,24.98311491,22.03518704,23,23,0,0,23,0,0,0,0,0
246,148,3,26.47685185,16.84166667,0,0,0,0,0,0,0,0,0,0
246,149,3,56.64375,48.375,0,0,0,0,0,0,0,0,23,0
246,149,2,64.0,8.25,0,0,0,0,0,23,0,23,46,23
246,151,3,21.50205415,14.84243697,23,0,0,0,0,0,23,23,23,115
246,151,8,18.94908716,7.482689467999999,46,23,0,184,0,92,184,0,23,161
246,151,2,31.0,5.5,345,391,138,368,207,667,1242,391,621,1679
246,158,8,11.41609039,20.86429312,0,0,46,0,0,0,23,69,46,276
246,158,5,34.58333333,0.0,0,184,92,0,0,69,322,276,368,1104
246,158,2,25.0,2.75,0,46,23,0,0,23,92,115,161,322
246,161,3,18.947380600000002,11.60923564,115,46,46,207,253,69,184,483,138,506
246,161,8,17.21736148,21.11598044,92,92,69,161,161,23,230,483,207,506
246,161,5,55.7,0.0,299,69,46,690,552,92,644,1495,644,1495
246,161,2,24.0,5.5,1219,368,529,2208,1495,644,1771,3956,1656,4485
246,162,2,21.0,5.5,92,23,230,46,437,897,897,966,621,782
246,162,5,64.41666667,0.0,23,0,46,0,46,23,69,46,23,46
246,163,3,18.87663187,12.03018751,46,23,46,46,0,23,69,23,46,46
246,163,2,23.0,5.5,92,115,230,184,230,115,598,345,828,966
246,163,5,59.01666667,0.0,46,0,69,23,23,23,161,115,138,299
246,164,8,15.76855625,20.85374611,23,0,0,0,0,0,69,69,23,92
246,164,2,19.0,2.75,0,0,69,0,0,184,69,230,253,276
246,166,2,35.0,5.5,0,0,46,0,0,0,23,23,138,115
246,166,8,17.34340083,8.045217935,0,0,0,0,0,0,0,23,23,23
246,170,5,49.41666667,0.0,0,0,23,0,0,23,115,92,23,230
246,170,8,17.88130411,21.06848617,0,0,0,0,0,0,46,23,23,92
246,172,2,85.0,5.5,0,23,0,23,0,23,0,46,0,23
246,179,2,42.0,5.5,0,0,23,23,23,23,46,69,46,23
246,179,3,31.55672043,26.52419355,0,0,0,23,0,0,0,0,0,0
246,179,8,33.3905156,8.999911232999999,0,0,0,0,0,0,23,0,0,23
246,185,2,68.0,5.5,46,0,0,0,23,23,23,46,0,46
246,185,8,33.54003247,14.08942629,0,0,0,0,0,0,0,0,0,0
246,186,5,20.36666667,0.0,184,92,414,46,0,92,253,138,92,253
246,186,2,19.0,2.75,23,23,46,23,0,69,184,69,69,115
246,186,3,11.65734947,7.336196889,0,46,0,0,0,0,23,23,0,0
246,192,8,35.88549528,12.096575999999999,0,0,92,0,0,0,23,46,0,69
246,192,3,38.25416667,40.0,0,0,23,23,0,0,0,0,0,0
246,192,2,64.0,5.5,23,23,184,230,23,92,253,299,161,161
246,193,2,38.0,5.5,0,0,0,0,0,23,23,0,0,0
246,193,8,31.53218119,7.894918621,0,23,0,0,0,0,0,0,0,0
246,196,2,58.0,5.5,0,0,23,23,23,207,437,161,230,115
246,196,8,32.90475,11.01477818,0,0,0,0,0,0,46,23,0,0
246,196,3,33.45,31.55,0,0,0,0,0,0,0,0,23,23
246,209,3,28.6682855,18.23399558,0,23,0,0,0,23,0,0,0,0
246,209,2,46.0,2.75,0,23,0,0,0,46,69,23,69,138
246,209,8,26.66809278,22.36782473,0,0,0,0,0,0,23,0,0,46
246,210,3,38.35625,53.8125,0,0,0,0,0,0,0,0,0,0
246,211,2,32.0,2.75,0,23,0,0,46,207,46,46,138,161
246,211,8,20.65640401,21.56680476,0,0,0,0,0,23,0,46,23,23
246,223,8,36.00526616,9.794239118,46,0,0,23,69,23,69,207,161,184
246,226,2,38.0,5.5,0,0,0,46,0,138,115,115,92,23
246,229,5,77.98333333,0.0,0,0,0,0,0,0,0,0,23,0
246,229,8,26.16425333,21.72191127,0,0,0,0,0,23,23,23,46,46
246,230,5,43.95,0.0,391,115,644,69,23,322,368,437,1449,1288
246,232,2,38.0,5.5,138,299,161,184,46,115,230,92,69,115
246,232,8,28.63805156,22.66863319,23,23,0,23,0,0,46,0,0,0
246,233,5,61.33333333,0.0,0,0,0,0,0,0,0,0,46,0
246,233,8,23.83462015,21.36433115,0,0,0,0,0,0,0,0,0,0
246,234,8,13.79757487,20.88768583,92,69,230,46,115,115,322,161,207,529
246,234,2,21.0,2.75,391,230,782,115,92,713,1633,1449,1242,1978
246,234,3,15.64711173,9.752616888,138,46,253,0,23,92,184,138,69,299
246,236,3,24.88967489,17.83701528,0,0,0,0,0,0,0,0,0,23
246,237,2,26.0,5.5,46,0,322,92,460,805,920,851,414,989
246,237,3,25.70548918,15.57863766,0,0,23,0,23,46,138,161,23,46
246,237,8,23.71824561,16.943776,0,0,0,0,23,0,23,92,0,69
246,238,3,18.23454324,13.86019451,69,138,46,69,23,138,184,69,115,230
246,238,5,88.93333333,0.0,0,0,23,0,0,0,0,0,0,0
246,238,2,26.0,5.5,1219,1035,1932,759,920,2300,3933,2553,1242,3427
246,239,3,17.01973324,12.10407892,0,0,69,0,23,0,46,46,0,0
246,239,5,73.03333333,0.0,23,0,23,0,0,0,0,0,0,23
246,239,2,25.0,5.5,138,345,529,253,276,184,414,299,0,299
246,239,8,15.69552802,16.73489645,0,46,138,0,69,69,138,0,0,46
246,242,3,40.39791667,45.9375,0,0,0,0,0,0,0,0,0,23
246,242,2,77.0,5.5,92,23,92,23,46,161,184,161,92,46
246,242,8,37.63849432,13.65531429,0,0,23,23,0,0,0,0,23,0
246,244,8,19.30240856,9.670056503,0,0,0,0,0,0,0,0,0,0
246,244,2,35.0,5.5,0,0,0,0,0,0,0,0,0,23
246,249,2,30.0,2.75,414,276,851,253,161,805,1518,1173,2576,2714
246,249,5,40.98333333,0.0,138,230,368,138,207,1265,1656,1035,2024,2438
246,252,8,148.3132937,14.67361778,0,0,0,0,0,253,368,713,414,598
246,260,2,36.0,2.75,0,0,23,207,23,184,92,115,92,92
246,261,3,23.65492371,16.6857008,0,0,0,0,0,46,0,0,69,0
246,262,8,25.87151422,17.95809764,0,0,0,0,0,23,0,23,23,23
246,262,2,34.0,5.5,0,0,23,0,46,46,161,161,506,276
246,263,2,25.0,5.5,0,0,0,0,0,23,46,46,23,46
246,263,3,28.9296729,19.12267523,0,0,0,0,0,0,0,0,0,0
246,263,8,27.21747465,17.85402588,0,0,0,0,0,0,0,0,0,0
247,13,8,36.74588608,27.34058667,46,69,0,0,23,0,0,0,23,0
247,17,2,59.0,8.25,184,230,207,46,138,46,184,161,46,115
247,18,5,98.98333333,0.0,0,0,46,0,0,0,23,0,0,0
247,18,3,16.7375,14.825,0,23,0,23,0,23,46,0,0,0
247,18,8,16.27945155,7.295298065,207,414,115,92,184,161,299,46,46,23
247,20,3,17.15512821,15.80769231,322,299,184,115,184,138,92,46,46,0
247,20,8,17.05308727,7.248181333,2116,3128,3266,2783,851,2093,1564,1426,345,0
247,23,8,51.45,22.74192878,1196,483,667,874,621,2530,4301,3036,2461,2599
247,23,2,90.0,5.5,2116,437,920,1219,920,4370,7406,4830,3841,4117
247,24,3,16.54351852,13.91666667,0,0,46,0,23,0,23,23,46,92
247,24,8,18.70581552,7.04592,0,46,46,46,0,0,92,23,92,161
247,25,2,56.0,5.5,0,23,46,46,46,23,92,46,46,0
247,31,8,17.03452381,8.26192,115,161,230,115,69,115,92,46,0,0
247,31,5,114.06666670000001,0.0,0,0,0,0,0,0,0,0,0,0
247,31,3,15.15,18.83333333,0,23,0,0,0,0,0,0,0,0
247,32,8,19.10680199,9.431644444,0,0,0,23,0,0,23,23,23,0
247,33,2,66.0,2.75,0,0,0,0,0,0,23,69,69,92
247,36,8,36.9504902,14.533439999999999,0,69,138,46,138,207,207,46,69,69
247,36,3,32.56666667,52.0,0,0,0,0,0,0,0,0,0,0
247,36,2,65.0,5.5,0,69,115,69,207,207,184,161,115,92
247,37,8,47.7992284,12.78848,414,483,437,368,299,621,575,276,184,69
247,37,2,68.0,5.5,759,759,667,690,391,1265,1012,483,207,230
247,39,3,49.375,64.5,0,0,0,0,0,23,0,0,0,0
247,39,8,60.77862903,18.419776000000002,23,23,46,23,23,0,46,69,23,0
247,42,2,19.0,2.75,299,644,483,414,184,598,391,69,46,115
247,42,3,8.835034803,7.281600928,23,69,69,46,0,23,69,23,69,0
247,42,8,10.27698796,5.785179027000001,69,276,138,161,23,161,299,0,92,46
247,45,2,55.0,2.75,299,989,1357,989,736,1633,1771,552,414,575
247,46,8,24.23194444,12.6608,0,0,0,0,0,0,0,0,23,0
247,47,3,13.475,11.3125,92,322,138,207,138,115,46,0,23,23
247,47,2,33.0,5.5,3266,4048,2254,1380,943,2001,2047,759,184,276
247,47,8,12.23389588,6.267501176000001,2185,2668,1380,1104,575,1863,1265,713,207,207
247,48,2,40.0,5.5,46,253,92,46,69,115,138,23,0,0
247,48,3,27.58333333,27.8628,0,0,0,0,0,0,0,0,0,0
247,50,8,28.37974211,24.642688,0,69,69,46,46,207,207,115,207,207
247,50,3,29.94047619,26.96428571,23,138,23,46,0,92,184,138,46,92
247,51,8,25.87575923,11.1472,69,23,46,23,69,138,207,46,253,69
247,51,3,30.03095238,44.74142857,0,0,0,0,0,0,23,0,0,0
247,51,2,65.0,5.5,23,23,0,69,115,115,230,115,184,253
247,60,8,16.03159722,7.086233042999999,437,782,414,230,322,184,368,138,46,23
247,60,2,23.0,5.5,874,759,552,253,414,391,391,276,115,161
247,60,5,63.3,0.0,253,184,253,69,184,69,161,92,46,46
247,68,2,45.0,5.5,874,1518,2139,1633,1242,3864,2806,1840,276,92
