w_zip,h_zip,total,initialFeat,true_label
10030,10028,18,1.0,1
10030,10029,70,1.0,1
10030,10030,178,1.0,1
10030,10031,83,1.0,1
10030,10032,57,1.0,1
10030,10033,33,1.0,1
10030,10034,37,1.0,1
10030,10035,57,1.0,1
10030,10036,17,1.0,1
10030,10037,59,1.0,1
10030,10038,6,1.0,1
10030,10039,68,1.0,1
10030,10040,32,1.0,1
10030,10044,6,1.0,1
10030,10065,8,1.0,1
10030,10069,1,1.0,1
10030,10075,5,1.0,1
10030,10128,39,1.0,1
10030,10280,1,1.0,1
10030,10282,1,1.0,1
10030,10301,9,1.0,1
10030,10302,4,1.0,1
10030,10303,8,1.0,1
10030,10304,8,1.0,1
10030,10305,5,1.0,1
10030,10306,13,1.0,1
10030,10307,3,1.0,1
10030,10308,7,1.0,1
10030,10309,9,1.0,1
10030,10310,13,1.0,1
10030,10312,9,1.0,1
10030,10314,13,1.0,1
10030,10451,52,1.0,1
10030,10452,75,1.0,1
10030,10453,78,1.0,1
10030,10454,43,1.0,1
10030,10455,29,1.0,1
10030,10456,68,1.0,1
10030,10457,69,1.0,1
10030,10458,55,1.0,1
10030,10459,36,1.0,1
10030,10460,46,1.0,1
10030,10461,33,1.0,1
10030,10462,61,1.0,1
10030,10463,55,1.0,1
10030,10464,3,1.0,1
10030,10465,26,1.0,1
10030,10466,78,1.0,1
10030,10467,98,1.0,1
10030,10468,57,1.0,1
10030,10469,61,1.0,1
10030,10470,18,1.0,1
10030,10471,24,1.0,1
10030,10472,41,1.0,1
10030,10473,48,1.0,1
10030,10474,14,1.0,1
10030,10475,16,1.0,1
10030,11001,1,1.0,1
10030,11004,2,1.0,1
10030,11101,18,1.0,1
10030,11102,23,1.0,1
10030,11103,26,1.0,1
10030,11104,22,1.0,1
10030,11105,18,1.0,1
10030,11106,31,1.0,1
10030,11109,1,1.0,1
10030,11201,11,1.0,1
10030,11203,28,1.0,1
10030,11204,7,1.0,1
10030,11205,12,1.0,1
10030,11206,17,1.0,1
10030,11207,21,1.0,1
10030,11208,24,1.0,1
10030,11209,14,1.0,1
10030,11210,17,1.0,1
10030,11211,18,1.0,1
10030,11212,26,1.0,1
10030,11213,19,1.0,1
10030,11214,15,1.0,1
10030,11215,10,1.0,1
10030,11216,19,1.0,1
10030,11217,14,1.0,1
10030,11218,14,1.0,1
10030,11219,5,1.0,1
10030,11220,14,1.0,1
10030,11221,25,1.0,1
10030,11222,6,1.0,1
10030,11223,8,1.0,1
10030,11224,10,1.0,1
10030,11225,31,1.0,1
10030,11226,40,1.0,1
10030,11228,5,1.0,1
10030,11229,7,1.0,1
10030,11230,19,1.0,1
10030,11231,10,1.0,1
10030,11232,4,1.0,1
10030,11233,15,1.0,1
10030,11234,25,1.0,1
10030,11235,8,1.0,1
10030,11236,24,1.0,1
10030,11237,7,1.0,1
10030,11238,19,1.0,1
10030,11239,3,1.0,1
10030,11354,32,1.0,1
10030,11355,30,1.0,1
10030,11356,5,1.0,1
10030,11357,23,1.0,1
10030,11358,22,1.0,1
10030,11359,3,1.0,1
10030,11360,3,1.0,1
10030,11361,4,1.0,1
10030,11362,3,1.0,1
10030,11363,3,1.0,1
10030,11364,4,1.0,1
10030,11365,7,1.0,1
10030,11366,5,1.0,1
10030,11367,11,1.0,1
10030,11368,29,1.0,1
10030,11369,14,1.0,1
10030,11370,12,1.0,1
10030,11372,13,1.0,1
10030,11373,32,1.0,1
10030,11374,6,1.0,1
10030,11375,18,1.0,1
10030,11377,38,1.0,1
10030,11378,7,1.0,1
10030,11379,11,1.0,1
10030,11385,21,1.0,1
10030,11411,3,1.0,1
10030,11412,10,1.0,1
10030,11413,13,1.0,1
10030,11414,7,1.0,1
10030,11415,2,1.0,1
10030,11416,5,1.0,1
10030,11417,9,1.0,1
10030,11418,8,1.0,1
10030,11419,12,1.0,1
10030,11420,9,1.0,1
10030,11421,5,1.0,1
10030,11422,1,1.0,1
10030,11423,16,1.0,1
10030,11426,5,1.0,1
10030,11427,4,1.0,1
10030,11428,2,1.0,1
10030,11429,8,1.0,1
10030,11432,15,1.0,1
10030,11433,8,1.0,1
10030,11434,16,1.0,1
10030,11435,12,1.0,1
10030,11436,10,1.0,1
10030,11691,10,1.0,1
10030,11692,2,1.0,1
10030,11693,4,1.0,1
10030,11694,10,1.0,1
10027,10001,138,1.0,1
10027,10002,178,1.0,1
10027,10003,198,1.0,1
10027,10004,27,1.0,1
10027,10005,45,1.0,1
10027,10006,13,1.0,1
10027,10007,25,1.0,1
10027,10009,172,1.0,1
10027,10010,137,1.0,1
10027,10011,279,1.0,1
10027,10012,101,1.0,1
10027,10013,102,1.0,1
10027,10014,171,1.0,1
10027,10016,176,1.0,1
10027,10017,78,1.0,1
10027,10018,42,1.0,1
10027,10019,336,1.0,1
10027,10021,175,1.0,1
10027,10022,115,1.0,1
10027,10023,657,1.0,1
10027,10024,701,1.0,1
10027,10025,3112,1.0,1
10027,10026,721,1.0,1
10027,10027,3365,1.0,1
10027,10028,229,1.0,1
10027,10029,467,1.0,1
10027,10030,406,1.0,1
10027,10031,981,1.0,1
10027,10032,1201,1.0,1
10027,10033,823,1.0,1
10027,10034,522,1.0,1
10027,10035,262,1.0,1
10027,10036,182,1.0,1
10027,10037,248,1.0,1
10027,10038,58,1.0,1
10027,10039,269,1.0,1
10027,10040,510,1.0,1
10027,10044,54,1.0,1
10027,10065,132,1.0,1
10027,10069,70,1.0,1
10027,10075,126,1.0,1
10027,10119,1,1.0,1
10027,10128,397,1.0,1
10027,10162,9,1.0,1
10027,10199,1,1.0,1
10027,10280,39,1.0,1
10027,10282,7,1.0,1
10027,10301,36,1.0,1
10027,10302,19,1.0,1
10027,10303,22,1.0,1
10027,10304,51,1.0,1
10027,10305,38,1.0,1
10027,10306,47,1.0,1
10027,10307,13,1.0,1
10027,10308,17,1.0,1
10027,10309,23,1.0,1
10027,10310,33,1.0,1
10027,10312,39,1.0,1
10027,10314,92,1.0,1
10027,10451,206,1.0,1
10027,10452,298,1.0,1
10027,10453,291,1.0,1
10027,10454,148,1.0,1
10027,10455,164,1.0,1
10027,10456,322,1.0,1
10027,10457,244,1.0,1
10027,10458,274,1.0,1
10027,10459,175,1.0,1
10027,10460,204,1.0,1
10027,10461,234,1.0,1
10027,10462,362,1.0,1
10027,10463,806,1.0,1
10027,10464,17,1.0,1
10027,10465,132,1.0,1
10027,10466,229,1.0,1
10027,10467,422,1.0,1
10027,10468,298,1.0,1
10027,10469,257,1.0,1
10027,10470,69,1.0,1
10027,10471,253,1.0,1
10027,10472,204,1.0,1
10027,10473,276,1.0,1
10027,10474,48,1.0,1
10027,10475,135,1.0,1
10027,11001,6,1.0,1
10027,11003,1,1.0,1
10027,11004,22,1.0,1
10027,11005,1,1.0,1
10027,11040,5,1.0,1
10027,11101,150,1.0,1
10027,11102,186,1.0,1
10027,11103,170,1.0,1
10027,11104,127,1.0,1
10027,11105,158,1.0,1
10027,11106,151,1.0,1
10027,11109,37,1.0,1
10027,11201,291,1.0,1
10027,11203,122,1.0,1
10027,11204,60,1.0,1
10027,11205,149,1.0,1
10027,11206,191,1.0,1
10027,11207,123,1.0,1
10027,11208,124,1.0,1
10027,11209,114,1.0,1
10027,11210,77,1.0,1
10027,11211,236,1.0,1
10027,11212,127,1.0,1
10027,11213,221,1.0,1
10027,11214,71,1.0,1
10027,11215,308,1.0,1
10027,11216,146,1.0,1
10027,11217,204,1.0,1
10027,11218,105,1.0,1
10027,11219,71,1.0,1
10027,11220,134,1.0,1
10027,11221,157,1.0,1
10027,11222,174,1.0,1
10027,11223,65,1.0,1
10027,11224,48,1.0,1
10027,11225,119,1.0,1
10027,11226,185,1.0,1
10027,11228,54,1.0,1
10027,11229,79,1.0,1
10027,11230,134,1.0,1
10027,11231,170,1.0,1
10027,11232,47,1.0,1
10027,11233,123,1.0,1
10027,11234,87,1.0,1
10027,11235,53,1.0,1
10027,11236,118,1.0,1
10027,11237,82,1.0,1
10027,11238,241,1.0,1
10027,11239,29,1.0,1
10027,11354,95,1.0,1
10027,11355,114,1.0,1
10027,11356,39,1.0,1
10027,11357,80,1.0,1
10027,11358,86,1.0,1
10027,11359,5,1.0,1
10027,11360,45,1.0,1
10027,11361,49,1.0,1
10027,11362,34,1.0,1
10027,11363,8,1.0,1
10027,11364,61,1.0,1
10027,11365,67,1.0,1
10027,11366,25,1.0,1
10027,11367,69,1.0,1
10027,11368,178,1.0,1
10027,11369,102,1.0,1
10027,11370,50,1.0,1
10027,11371,2,1.0,1
10027,11372,205,1.0,1
10027,11373,202,1.0,1
10027,11374,113,1.0,1
10027,11375,174,1.0,1
10027,11377,248,1.0,1
10027,11378,80,1.0,1
10027,11379,64,1.0,1
10027,11385,188,1.0,1
10027,11411,40,1.0,1
10027,11412,44,1.0,1
10027,11413,57,1.0,1
10027,11414,35,1.0,1
10027,11415,24,1.0,1
10027,11416,35,1.0,1
10027,11417,31,1.0,1
10027,11418,47,1.0,1
10027,11419,57,1.0,1
10027,11420,55,1.0,1
10027,11421,47,1.0,1
10027,11422,54,1.0,1
10027,11423,54,1.0,1
10027,11426,25,1.0,1
10027,11427,35,1.0,1
10027,11428,28,1.0,1
10027,11429,35,1.0,1
10027,11430,1,1.0,1
10027,11432,103,1.0,1
10027,11433,54,1.0,1
10027,11434,76,1.0,1
10027,11435,87,1.0,1
10027,11436,26,1.0,1
10027,11691,76,1.0,1
10027,11692,20,1.0,1
10027,11693,14,1.0,1
10027,11694,20,1.0,1
10474,10001,12,2.0,2
10474,10002,41,2.0,2
10474,10003,24,2.0,2
10474,10005,2,2.0,2
10474,10007,1,2.0,2
10474,10009,33,2.0,2
10474,10010,15,2.0,2
10474,10011,23,2.0,2
10474,10012,6,2.0,2
10474,10013,8,2.0,2
10474,10014,13,2.0,2
10474,10016,17,2.0,2
10474,10017,1,2.0,2
10474,10018,4,2.0,2
10474,10019,13,2.0,2
10474,10021,30,2.0,2
10474,10022,10,2.0,2
10474,10023,31,2.0,2
10474,10024,30,2.0,2
10474,10025,66,2.0,2
10474,10026,70,2.0,2
10474,10027,115,2.0,2
10474,10028,44,2.0,2
10474,10029,171,2.0,2
10474,10030,68,2.0,2
10474,10031,174,2.0,2
10474,10032,114,2.0,2
10474,10033,144,2.0,2
10474,10034,105,2.0,2
10474,10035,92,2.0,2
10474,10036,8,2.0,2
10474,10037,35,2.0,2
10474,10038,7,2.0,2
10474,10039,62,2.0,2
10474,10040,115,2.0,2
10474,10044,5,2.0,2
10474,10065,28,2.0,2
10474,10069,7,2.0,2
10474,10075,29,2.0,2
10474,10128,55,2.0,2
10474,10162,1,2.0,2
10474,10280,3,2.0,2
10474,10282,3,2.0,2
10474,10301,14,2.0,2
10474,10302,5,2.0,2
10474,10303,9,2.0,2
10474,10304,12,2.0,2
10474,10305,18,2.0,2
10474,10306,40,2.0,2
10474,10307,16,2.0,2
10474,10308,28,2.0,2
10474,10309,25,2.0,2
10474,10310,8,2.0,2
10474,10312,43,2.0,2
10474,10314,36,2.0,2
10474,10451,216,2.0,2
10474,10452,481,2.0,2
10474,10453,415,2.0,2
10474,10454,230,2.0,2
10474,10455,351,2.0,2
10474,10456,540,2.0,2
10474,10457,418,2.0,2
10474,10458,359,2.0,2
10474,10459,452,2.0,2
10474,10460,447,2.0,2
10474,10461,239,2.0,2
10474,10462,370,2.0,2
10474,10463,170,2.0,2
10474,10464,9,2.0,2
10474,10465,175,2.0,2
10474,10466,237,2.0,2
10474,10467,395,2.0,2
10474,10468,351,2.0,2
10474,10469,206,2.0,2
10474,10470,25,2.0,2
10474,10471,39,2.0,2
10474,10472,516,2.0,2
10474,10473,413,2.0,2
10474,10474,310,2.0,2
10474,10475,120,2.0,2
10474,11001,2,2.0,2
10474,11004,8,2.0,2
10474,11040,2,2.0,2
10474,11101,28,2.0,2
10474,11102,54,2.0,2
10474,11103,52,2.0,2
10474,11104,29,2.0,2
10474,11105,65,2.0,2
10474,11106,60,2.0,2
10474,11109,6,2.0,2
10474,11201,25,2.0,2
10474,11203,27,2.0,2
10474,11204,19,2.0,2
10474,11205,15,2.0,2
10474,11206,43,2.0,2
10474,11207,71,2.0,2
10474,11208,57,2.0,2
10474,11209,32,2.0,2
10474,11210,44,2.0,2
10474,11211,39,2.0,2
10474,11212,56,2.0,2
10474,11213,37,2.0,2
10474,11214,26,2.0,2
10474,11215,31,2.0,2
10474,11216,23,2.0,2
10474,11217,14,2.0,2
10474,11218,27,2.0,2
10474,11219,23,2.0,2
10474,11220,32,2.0,2
10474,11221,49,2.0,2
10474,11222,21,2.0,2
10474,11223,21,2.0,2
10474,11224,11,2.0,2
10474,11225,33,2.0,2
10474,11226,71,2.0,2
10474,11228,15,2.0,2
10474,11229,32,2.0,2
10474,11230,33,2.0,2
10474,11231,15,2.0,2
10474,11232,10,2.0,2
10474,11233,47,2.0,2
10474,11234,44,2.0,2
10474,11235,29,2.0,2
10474,11236,44,2.0,2
10474,11237,33,2.0,2
10474,11238,32,2.0,2
10474,11239,9,2.0,2
10474,11354,47,2.0,2
10474,11355,64,2.0,2
10474,11356,34,2.0,2
10474,11357,48,2.0,2
10474,11358,57,2.0,2
10474,11360,27,2.0,2
10474,11361,43,2.0,2
10474,11362,14,2.0,2
10474,11363,8,2.0,2
10474,11364,57,2.0,2
10474,11365,32,2.0,2
10474,11366,16,2.0,2
10474,11367,34,2.0,2
10474,11368,142,2.0,2
10474,11369,76,2.0,2
10474,11370,33,2.0,2
10474,11372,50,2.0,2
10474,11373,84,2.0,2
10474,11374,40,2.0,2
10474,11375,59,2.0,2
10474,11377,110,2.0,2
10474,11378,53,2.0,2
10474,11379,54,2.0,2
10474,11385,138,2.0,2
10474,11411,17,2.0,2
10474,11412,21,2.0,2
10474,11413,19,2.0,2
10474,11414,19,2.0,2
10474,11415,21,2.0,2
10474,11416,21,2.0,2
10474,11417,31,2.0,2
10474,11418,38,2.0,2
10474,11419,40,2.0,2
10474,11420,46,2.0,2
10474,11421,45,2.0,2
10474,11422,18,2.0,2
10474,11423,24,2.0,2
10474,11426,11,2.0,2
10474,11427,29,2.0,2
10474,11428,12,2.0,2
10474,11429,10,2.0,2
10474,11432,46,2.0,2
10474,11433,21,2.0,2
10474,11434,34,2.0,2
10474,11435,57,2.0,2
10474,11436,8,2.0,2
10474,11691,19,2.0,2
10474,11692,3,2.0,2
10474,11693,3,2.0,2
10474,11694,5,2.0,2
10455,10001,15,2.0,2
10455,10002,44,2.0,2
10455,10003,21,2.0,2
10455,10006,1,2.0,2
10455,10007,5,2.0,2
10455,10009,24,2.0,2
10455,10010,9,2.0,2
10455,10011,17,2.0,2
10455,10012,4,2.0,2
10455,10013,6,2.0,2
10455,10014,11,2.0,2
10455,10016,17,2.0,2
10455,10017,5,2.0,2
10455,10018,3,2.0,2
10455,10019,21,2.0,2
10455,10021,14,2.0,2
10455,10022,8,2.0,2
10455,10023,31,2.0,2
10455,10024,40,2.0,2
10455,10025,73,2.0,2
10455,10026,52,2.0,2
10455,10027,135,2.0,2
10455,10028,24,2.0,2
10455,10029,162,2.0,2
10455,10030,78,2.0,2
10455,10031,130,2.0,2
10455,10032,116,2.0,2
10455,10033,130,2.0,2
10455,10034,94,2.0,2
10455,10035,95,2.0,2
10455,10036,11,2.0,2
10455,10037,37,2.0,2
10455,10038,2,2.0,2
10455,10039,82,2.0,2
10455,10040,93,2.0,2
10455,10044,5,2.0,2
10455,10065,18,2.0,2
10455,10069,4,2.0,2
10455,10075,8,2.0,2
10455,10128,39,2.0,2
10455,10280,3,2.0,2
10455,10282,1,2.0,2
10455,10301,18,2.0,2
10455,10302,8,2.0,2
10455,10303,14,2.0,2
10455,10304,32,2.0,2
10455,10305,17,2.0,2
10455,10306,19,2.0,2
10455,10307,2,2.0,2
10455,10308,9,2.0,2
10455,10309,9,2.0,2
10455,10310,18,2.0,2
10455,10312,23,2.0,2
10455,10314,38,2.0,2
10455,10451,301,2.0,2
10455,10452,367,2.0,2
10455,10453,351,2.0,2
10455,10454,275,2.0,2
10455,10455,430,2.0,2
10455,10456,538,2.0,2
10455,10457,343,2.0,2
10455,10458,267,2.0,2
10455,10459,291,2.0,2
10455,10460,292,2.0,2
10455,10461,148,2.0,2
10455,10462,258,2.0,2
10455,10463,132,2.0,2
10455,10464,8,2.0,2
10455,10465,109,2.0,2
10455,10466,218,2.0,2
10455,10467,327,2.0,2
10455,10468,308,2.0,2
10455,10469,212,2.0,2
10455,10470,32,2.0,2
10455,10471,43,2.0,2
10455,10472,243,2.0,2
10455,10473,214,2.0,2
10455,10474,89,2.0,2
10455,10475,100,2.0,2
10455,11001,4,2.0,2
10455,11004,9,2.0,2
10455,11040,2,2.0,2
10455,11101,41,2.0,2
10455,11102,32,2.0,2
10455,11103,43,2.0,2
10455,11104,29,2.0,2
10455,11105,47,2.0,2
10455,11106,46,2.0,2
10455,11109,3,2.0,2
10455,11201,15,2.0,2
10455,11203,53,2.0,2
10455,11204,25,2.0,2
10455,11205,17,2.0,2
10455,11206,40,2.0,2
10455,11207,73,2.0,2
10455,11208,74,2.0,2
10455,11209,25,2.0,2
10455,11210,32,2.0,2
10455,11211,24,2.0,2
10455,11212,63,2.0,2
10455,11213,34,2.0,2
10455,11214,28,2.0,2
10455,11215,19,2.0,2
10455,11216,40,2.0,2
10455,11217,13,2.0,2
10455,11218,24,2.0,2
10455,11219,20,2.0,2
10455,11220,32,2.0,2
10455,11221,50,2.0,2
10455,11222,11,2.0,2
10455,11223,19,2.0,2
10455,11224,28,2.0,2
10455,11225,33,2.0,2
10455,11226,60,2.0,2
10455,11228,5,2.0,2
10455,11229,31,2.0,2
10455,11230,24,2.0,2
10455,11231,17,2.0,2
10455,11232,6,2.0,2
10455,11233,70,2.0,2
10455,11234,41,2.0,2
10455,11235,23,2.0,2
10455,11236,53,2.0,2
10455,11237,21,2.0,2
10455,11238,31,2.0,2
10455,11239,17,2.0,2
10455,11354,50,2.0,2
10455,11355,49,2.0,2
10455,11356,20,2.0,2
10455,11357,34,2.0,2
10455,11358,44,2.0,2
10455,11359,1,2.0,2
10455,11360,16,2.0,2
10455,11361,11,2.0,2
10455,11362,10,2.0,2
10455,11363,4,2.0,2
10455,11364,15,2.0,2
10455,11365,20,2.0,2
10455,11366,2,2.0,2
10455,11367,24,2.0,2
10455,11368,87,2.0,2
10455,11369,45,2.0,2
10455,11370,28,2.0,2
10455,11371,2,2.0,2
10455,11372,46,2.0,2
10455,11373,70,2.0,2
10455,11374,20,2.0,2
10455,11375,23,2.0,2
10455,11377,86,2.0,2
10455,11378,38,2.0,2
10455,11379,15,2.0,2
10455,11385,45,2.0,2
10455,11411,9,2.0,2
10455,11412,19,2.0,2
10455,11413,33,2.0,2
10455,11414,8,2.0,2
10455,11415,16,2.0,2
10455,11416,16,2.0,2
10455,11417,24,2.0,2
10455,11418,25,2.0,2
10455,11419,25,2.0,2
10455,11420,31,2.0,2
10455,11421,27,2.0,2
10455,11422,19,2.0,2
10455,11423,26,2.0,2
10455,11426,12,2.0,2
10455,11427,15,2.0,2
10455,11428,8,2.0,2
10455,11429,18,2.0,2
10455,11432,29,2.0,2
10455,11433,24,2.0,2
10455,11434,43,2.0,2
10455,11435,36,2.0,2
10455,11436,16,2.0,2
10455,11691,35,2.0,2
10455,11692,8,2.0,2
10455,11693,7,2.0,2
10455,11694,5,2.0,2
10455,11697,1,2.0,2
10037,10001,5,1.0,1
10037,10002,21,1.0,1
10037,10003,8,1.0,1
10037,10004,2,1.0,1
10037,10005,1,1.0,1
10037,10006,3,1.0,1
10037,10009,20,1.0,1
10037,10010,14,1.0,1
10037,10011,11,1.0,1
10037,10012,10,1.0,1
10037,10013,6,1.0,1
10037,10014,4,1.0,1
10037,10016,19,1.0,1
10037,10017,2,1.0,1
10037,10018,4,1.0,1
10037,10019,17,1.0,1
10037,10022,6,1.0,1
10037,10023,16,1.0,1
10037,10024,14,1.0,1
10037,10025,37,1.0,1
10037,10026,38,1.0,1
10037,10027,91,1.0,1
10037,10028,9,1.0,1
10037,10029,115,1.0,1
10037,10030,61,1.0,1
10037,10031,40,1.0,1
10037,10032,35,1.0,1
10037,10033,28,1.0,1
10037,10034,41,1.0,1
10037,10035,63,1.0,1
10037,10036,10,1.0,1
10037,10037,78,1.0,1
10037,10038,6,1.0,1
10037,10039,57,1.0,1
10037,10040,25,1.0,1
10037,10044,11,1.0,1
10037,10065,6,1.0,1
10037,10069,3,1.0,1
10037,10075,4,1.0,1
10037,10119,1,1.0,1
10037,10128,33,1.0,1
10037,10301,7,1.0,1
10037,10302,3,1.0,1
10037,10303,5,1.0,1
10037,10304,12,1.0,1
10037,10305,4,1.0,1
10037,10306,4,1.0,1
10037,10308,7,1.0,1
10037,10309,4,1.0,1
10037,10310,5,1.0,1
10037,10312,8,1.0,1
10037,10314,14,1.0,1
10037,10451,62,1.0,1
10037,10452,67,1.0,1
10037,10453,86,1.0,1
10037,10454,39,1.0,1
10037,10455,43,1.0,1
10037,10456,105,1.0,1
10037,10457,66,1.0,1
10037,10458,51,1.0,1
10037,10459,50,1.0,1
10037,10460,71,1.0,1
10037,10461,57,1.0,1
10037,10462,91,1.0,1
10037,10463,49,1.0,1
10037,10464,1,1.0,1
10037,10465,36,1.0,1
10037,10466,96,1.0,1
10037,10467,107,1.0,1
10037,10468,57,1.0,1
10037,10469,91,1.0,1
10037,10470,11,1.0,1
10037,10471,12,1.0,1
10037,10472,47,1.0,1
10037,10473,73,1.0,1
10037,10474,7,1.0,1
10037,10475,49,1.0,1
10037,11001,4,1.0,1
10037,11004,8,1.0,1
10037,11101,17,1.0,1
10037,11102,24,1.0,1
10037,11103,22,1.0,1
10037,11104,11,1.0,1
10037,11105,15,1.0,1
10037,11106,16,1.0,1
10037,11109,2,1.0,1
10037,11201,6,1.0,1
10037,11203,45,1.0,1
10037,11204,5,1.0,1
10037,11205,5,1.0,1
10037,11206,19,1.0,1
10037,11207,37,1.0,1
10037,11208,30,1.0,1
10037,11209,13,1.0,1
10037,11210,28,1.0,1
10037,11211,10,1.0,1
10037,11212,46,1.0,1
10037,11213,23,1.0,1
10037,11214,12,1.0,1
10037,11215,8,1.0,1
10037,11216,16,1.0,1
10037,11217,7,1.0,1
10037,11218,10,1.0,1
10037,11219,7,1.0,1
10037,11220,14,1.0,1
10037,11221,14,1.0,1
10037,11222,6,1.0,1
10037,11223,12,1.0,1
10037,11224,13,1.0,1
10037,11225,32,1.0,1
10037,11226,46,1.0,1
10037,11228,4,1.0,1
10037,11229,15,1.0,1
10037,11230,19,1.0,1
10037,11231,3,1.0,1
10037,11232,2,1.0,1
10037,11233,25,1.0,1
10037,11234,43,1.0,1
10037,11235,13,1.0,1
10037,11236,46,1.0,1
10037,11237,6,1.0,1
10037,11238,14,1.0,1
10037,11239,7,1.0,1
10037,11354,16,1.0,1
10037,11355,23,1.0,1
10037,11356,14,1.0,1
10037,11357,8,1.0,1
10037,11358,13,1.0,1
10037,11359,1,1.0,1
10037,11360,2,1.0,1
10037,11361,4,1.0,1
10037,11362,6,1.0,1
10037,11363,1,1.0,1
10037,11364,5,1.0,1
10037,11365,14,1.0,1
10037,11366,2,1.0,1
10037,11367,9,1.0,1
10037,11368,25,1.0,1
10037,11369,18,1.0,1
10037,11370,7,1.0,1
10037,11372,28,1.0,1
10037,11373,50,1.0,1
10037,11374,15,1.0,1
10037,11375,23,1.0,1
10037,11377,46,1.0,1
10037,11378,15,1.0,1
10037,11379,9,1.0,1
10037,11385,17,1.0,1
10037,11411,10,1.0,1
10037,11412,10,1.0,1
10037,11413,13,1.0,1
10037,11414,4,1.0,1
10037,11415,2,1.0,1
10037,11416,5,1.0,1
10037,11417,7,1.0,1
10037,11418,12,1.0,1
10037,11419,9,1.0,1
10037,11420,12,1.0,1
10037,11421,14,1.0,1
10037,11422,17,1.0,1
10037,11423,11,1.0,1
10037,11426,6,1.0,1
10037,11427,10,1.0,1
10037,11428,11,1.0,1
10037,11429,13,1.0,1
10037,11432,26,1.0,1
10037,11433,10,1.0,1
10037,11434,28,1.0,1
10037,11435,21,1.0,1
10037,11436,10,1.0,1
10037,11691,15,1.0,1
10037,11692,7,1.0,1
10037,11693,1,1.0,1
10037,11694,2,1.0,1
10024,10001,64,1.0,1
10024,10002,124,1.0,1
10024,10003,86,1.0,1
10024,10004,19,1.0,1
10024,10005,20,1.0,1
10024,10006,5,1.0,1
10024,10007,3,1.0,1
10024,10009,129,1.0,1
10024,10010,55,1.0,1
10024,10011,118,1.0,1
10024,10012,32,1.0,1
10024,10013,36,1.0,1
10024,10014,39,1.0,1
10024,10016,96,1.0,1
10024,10017,26,1.0,1
10024,10018,34,1.0,1
10024,10019,146,1.0,1
10024,10021,80,1.0,1
10024,10022,54,1.0,1
10024,10023,263,1.0,1
10024,10024,924,1.0,1
10024,10025,654,1.0,1
10024,10026,212,1.0,1
10024,10027,252,1.0,1
10024,10028,120,1.0,1
10024,10029,303,1.0,1
10024,10030,130,1.0,1
10024,10031,350,1.0,1
10024,10032,241,1.0,1
10024,10033,219,1.0,1
10024,10034,181,1.0,1
10024,10035,110,1.0,1
10024,10036,100,1.0,1
10024,10037,73,1.0,1
10024,10038,44,1.0,1
10024,10039,95,1.0,1
10024,10040,212,1.0,1
10024,10044,14,1.0,1
10024,10065,64,1.0,1
10024,10069,20,1.0,1
10024,10075,60,1.0,1
10024,10128,148,1.0,1
10024,10162,5,1.0,1
10024,10280,13,1.0,1
10024,10282,1,1.0,1
10024,10301,42,1.0,1
10024,10302,20,1.0,1
10024,10303,30,1.0,1
10024,10304,51,1.0,1
10024,10305,44,1.0,1
10024,10306,44,1.0,1
10024,10307,14,1.0,1
10024,10308,27,1.0,1
10024,10309,35,1.0,1
10024,10310,17,1.0,1
10024,10312,51,1.0,1
10024,10314,73,1.0,1
10024,10451,126,1.0,1
10024,10452,188,1.0,1
10024,10453,191,1.0,1
10024,10454,93,1.0,1
10024,10455,122,1.0,1
10024,10456,227,1.0,1
10024,10457,168,1.0,1
10024,10458,140,1.0,1
10024,10459,110,1.0,1
10024,10460,122,1.0,1
10024,10461,103,1.0,1
10024,10462,174,1.0,1
10024,10463,191,1.0,1
10024,10464,10,1.0,1
10024,10465,78,1.0,1
10024,10466,159,1.0,1
10024,10467,217,1.0,1
10024,10468,173,1.0,1
10024,10469,126,1.0,1
10024,10470,47,1.0,1
10024,10471,54,1.0,1
10024,10472,143,1.0,1
10024,10473,142,1.0,1
10024,10474,26,1.0,1
10024,10475,82,1.0,1
10024,11001,4,1.0,1
10024,11004,13,1.0,1
10024,11101,83,1.0,1
10024,11102,108,1.0,1
10024,11103,154,1.0,1
10024,11104,80,1.0,1
10024,11105,131,1.0,1
10024,11106,111,1.0,1
10024,11109,6,1.0,1
10024,11201,146,1.0,1
10024,11203,103,1.0,1
10024,11204,70,1.0,1
10024,11205,66,1.0,1
10024,11206,173,1.0,1
10024,11207,125,1.0,1
10024,11208,118,1.0,1
10024,11209,76,1.0,1
10024,11210,82,1.0,1
10024,11211,155,1.0,1
10024,11212,119,1.0,1
10024,11213,119,1.0,1
10024,11214,69,1.0,1
10024,11215,141,1.0,1
10024,11216,125,1.0,1
10024,11217,91,1.0,1
10024,11218,53,1.0,1
10024,11219,55,1.0,1
10024,11220,83,1.0,1
10024,11221,159,1.0,1
10024,11222,131,1.0,1
10024,11223,64,1.0,1
10024,11224,24,1.0,1
10024,11225,85,1.0,1
10024,11226,137,1.0,1
10024,11228,38,1.0,1
10024,11229,73,1.0,1
10024,11230,73,1.0,1
10024,11231,55,1.0,1
10024,11232,34,1.0,1
10024,11233,100,1.0,1
10024,11234,82,1.0,1
10024,11235,56,1.0,1
10024,11236,113,1.0,1
10024,11237,111,1.0,1
10024,11238,118,1.0,1
10024,11239,20,1.0,1
