w_zip,h_zip,total,initialFeat,true_label
11104,10035,19,1.0,4
11104,10036,7,1.0,4
11104,10037,10,1.0,4
11104,10038,5,1.0,4
11104,10039,15,1.0,4
11104,10040,10,1.0,4
11104,10044,4,1.0,4
11104,10065,10,1.0,4
11104,10069,1,1.0,4
11104,10075,8,1.0,4
11104,10128,18,1.0,4
11104,10162,1,1.0,4
11104,10280,5,1.0,4
11104,10282,1,1.0,4
11104,10301,9,1.0,4
11104,10302,1,1.0,4
11104,10303,8,1.0,4
11104,10304,9,1.0,4
11104,10305,6,1.0,4
11104,10306,11,1.0,4
11104,10307,3,1.0,4
11104,10308,5,1.0,4
11104,10309,8,1.0,4
11104,10310,4,1.0,4
11104,10312,10,1.0,4
11104,10314,13,1.0,4
11104,10451,26,1.0,4
11104,10452,46,1.0,4
11104,10453,36,1.0,4
11104,10454,17,1.0,4
11104,10455,30,1.0,4
11104,10456,66,1.0,4
11104,10457,36,1.0,4
11104,10458,30,1.0,4
11104,10459,19,1.0,4
11104,10460,31,1.0,4
11104,10461,14,1.0,4
11104,10462,40,1.0,4
11104,10463,20,1.0,4
11104,10465,11,1.0,4
11104,10466,19,1.0,4
11104,10467,33,1.0,4
11104,10468,22,1.0,4
11104,10469,19,1.0,4
11104,10470,5,1.0,4
11104,10471,6,1.0,4
11104,10472,34,1.0,4
11104,10473,29,1.0,4
11104,10474,6,1.0,4
11104,10475,13,1.0,4
11104,11001,2,1.0,4
11104,11004,8,1.0,4
11104,11005,1,1.0,4
11104,11040,2,1.0,4
11104,11101,66,1.0,4
11104,11102,41,1.0,4
11104,11103,40,1.0,4
11104,11104,263,1.0,4
11104,11105,43,1.0,4
11104,11106,49,1.0,4
11104,11109,12,1.0,4
11104,11201,29,1.0,4
11104,11203,45,1.0,4
11104,11204,12,1.0,4
11104,11205,23,1.0,4
11104,11206,55,1.0,4
11104,11207,58,1.0,4
11104,11208,74,1.0,4
11104,11209,22,1.0,4
11104,11210,24,1.0,4
11104,11211,46,1.0,4
11104,11212,44,1.0,4
11104,11213,48,1.0,4
11104,11214,11,1.0,4
11104,11215,26,1.0,4
11104,11216,37,1.0,4
11104,11217,9,1.0,4
11104,11218,23,1.0,4
11104,11219,14,1.0,4
11104,11220,28,1.0,4
11104,11221,46,1.0,4
11104,11222,34,1.0,4
11104,11223,10,1.0,4
11104,11224,9,1.0,4
11104,11225,33,1.0,4
11104,11226,59,1.0,4
11104,11228,7,1.0,4
11104,11229,19,1.0,4
11104,11230,21,1.0,4
11104,11231,12,1.0,4
11104,11232,7,1.0,4
11104,11233,52,1.0,4
11104,11234,43,1.0,4
11104,11235,18,1.0,4
11104,11236,49,1.0,4
11104,11237,31,1.0,4
11104,11238,30,1.0,4
11104,11239,3,1.0,4
11104,11354,40,1.0,4
11104,11355,51,1.0,4
11104,11356,34,1.0,4
11104,11357,18,1.0,4
11104,11358,28,1.0,4
11104,11359,2,1.0,4
11104,11360,18,1.0,4
11104,11361,18,1.0,4
11104,11362,7,1.0,4
11104,11363,2,1.0,4
11104,11364,15,1.0,4
11104,11365,36,1.0,4
11104,11366,6,1.0,4
11104,11367,31,1.0,4
11104,11368,155,1.0,4
11104,11369,82,1.0,4
11104,11370,24,1.0,4
11104,11372,115,1.0,4
11104,11373,167,1.0,4
11104,11374,54,1.0,4
11104,11375,57,1.0,4
11104,11377,298,1.0,4
11104,11378,58,1.0,4
11104,11379,36,1.0,4
11104,11385,71,1.0,4
11104,11411,22,1.0,4
11104,11412,24,1.0,4
11104,11413,36,1.0,4
11104,11414,18,1.0,4
11104,11415,20,1.0,4
11104,11416,16,1.0,4
11104,11417,23,1.0,4
11104,11418,50,1.0,4
11104,11419,51,1.0,4
11104,11420,34,1.0,4
11104,11421,48,1.0,4
11104,11422,18,1.0,4
11104,11423,26,1.0,4
11104,11426,5,1.0,4
11104,11427,13,1.0,4
11104,11428,12,1.0,4
11104,11429,20,1.0,4
11104,11430,3,1.0,4
11104,11432,60,1.0,4
11104,11433,31,1.0,4
11104,11434,55,1.0,4
11104,11435,54,1.0,4
11104,11436,14,1.0,4
11104,11691,25,1.0,4
11104,11692,10,1.0,4
11104,11693,7,1.0,4
11104,11694,9,1.0,4
11104,11697,2,1.0,4
11109,10001,3,1.0,4
11109,10002,5,1.0,4
11109,10003,2,1.0,4
11109,10009,7,1.0,4
11109,10010,1,1.0,4
11109,10011,1,1.0,4
11109,10012,3,1.0,4
11109,10013,1,1.0,4
11109,10014,3,1.0,4
11109,10016,1,1.0,4
11109,10017,2,1.0,4
11109,10021,4,1.0,4
11109,10022,2,1.0,4
11109,10023,5,1.0,4
11109,10024,1,1.0,4
11109,10025,4,1.0,4
11109,10026,4,1.0,4
11109,10027,4,1.0,4
11109,10028,2,1.0,4
11109,10029,5,1.0,4
11109,10031,7,1.0,4
11109,10032,3,1.0,4
11109,10033,3,1.0,4
11109,10034,2,1.0,4
11109,10035,1,1.0,4
11109,10036,4,1.0,4
11109,10037,3,1.0,4
11109,10038,3,1.0,4
11109,10039,2,1.0,4
11109,10040,1,1.0,4
11109,10128,2,1.0,4
11109,10302,2,1.0,4
11109,10304,1,1.0,4
11109,10306,1,1.0,4
11109,10308,1,1.0,4
11109,10309,1,1.0,4
11109,10310,1,1.0,4
11109,10312,3,1.0,4
11109,10314,2,1.0,4
11109,10451,5,1.0,4
11109,10452,4,1.0,4
11109,10453,7,1.0,4
11109,10454,5,1.0,4
11109,10455,6,1.0,4
11109,10456,11,1.0,4
11109,10457,8,1.0,4
11109,10458,6,1.0,4
11109,10459,2,1.0,4
11109,10460,5,1.0,4
11109,10461,3,1.0,4
11109,10462,10,1.0,4
11109,10463,3,1.0,4
11109,10464,1,1.0,4
11109,10465,2,1.0,4
11109,10466,3,1.0,4
11109,10467,6,1.0,4
11109,10468,7,1.0,4
11109,10469,5,1.0,4
11109,10470,3,1.0,4
11109,10472,5,1.0,4
11109,10473,1,1.0,4
11109,10474,1,1.0,4
11109,10475,2,1.0,4
11109,11040,1,1.0,4
11109,11101,22,1.0,4
11109,11102,6,1.0,4
11109,11103,10,1.0,4
11109,11104,8,1.0,4
11109,11105,5,1.0,4
11109,11106,7,1.0,4
11109,11109,6,1.0,4
11109,11201,6,1.0,4
11109,11203,2,1.0,4
11109,11204,6,1.0,4
11109,11205,1,1.0,4
11109,11206,12,1.0,4
11109,11207,11,1.0,4
11109,11208,9,1.0,4
11109,11209,3,1.0,4
11109,11210,3,1.0,4
11109,11211,7,1.0,4
11109,11212,10,1.0,4
11109,11213,5,1.0,4
11109,11214,3,1.0,4
11109,11215,1,1.0,4
11109,11216,5,1.0,4
11109,11217,2,1.0,4
11109,11218,1,1.0,4
11109,11219,3,1.0,4
11109,11220,5,1.0,4
11109,11221,15,1.0,4
11109,11222,6,1.0,4
11109,11223,5,1.0,4
11109,11224,1,1.0,4
11109,11225,3,1.0,4
11109,11226,8,1.0,4
11109,11228,3,1.0,4
11109,11229,2,1.0,4
11109,11230,2,1.0,4
11109,11231,6,1.0,4
11109,11232,1,1.0,4
11109,11233,12,1.0,4
11109,11234,14,1.0,4
11109,11235,3,1.0,4
11109,11236,5,1.0,4
11109,11237,5,1.0,4
11109,11238,9,1.0,4
11109,11239,3,1.0,4
11109,11354,5,1.0,4
11109,11355,12,1.0,4
11109,11356,5,1.0,4
11109,11357,4,1.0,4
11109,11358,9,1.0,4
11109,11359,1,1.0,4
11109,11360,1,1.0,4
11109,11361,3,1.0,4
11109,11362,3,1.0,4
11109,11364,4,1.0,4
11109,11365,5,1.0,4
11109,11367,6,1.0,4
11109,11368,16,1.0,4
11109,11369,11,1.0,4
11109,11370,7,1.0,4
11109,11372,17,1.0,4
11109,11373,14,1.0,4
11109,11374,1,1.0,4
11109,11375,6,1.0,4
11109,11377,20,1.0,4
11109,11378,7,1.0,4
11109,11379,12,1.0,4
11109,11385,25,1.0,4
11109,11411,4,1.0,4
11109,11412,5,1.0,4
11109,11413,6,1.0,4
11109,11414,3,1.0,4
11109,11415,1,1.0,4
11109,11416,3,1.0,4
11109,11417,5,1.0,4
11109,11418,5,1.0,4
11109,11419,7,1.0,4
11109,11420,6,1.0,4
11109,11421,8,1.0,4
11109,11422,3,1.0,4
11109,11423,3,1.0,4
11109,11426,2,1.0,4
11109,11428,1,1.0,4
11109,11429,2,1.0,4
11109,11432,3,1.0,4
11109,11433,8,1.0,4
11109,11434,10,1.0,4
11109,11435,3,1.0,4
11109,11436,5,1.0,4
11109,11691,1,1.0,4
10010,10001,393,1.0,1
10010,10002,715,1.0,1
10010,10003,1111,1.0,1
10010,10004,70,1.0,1
10010,10005,136,1.0,1
10010,10006,64,1.0,1
10010,10007,104,1.0,1
10010,10009,984,1.0,1
10010,10010,954,1.0,1
10010,10011,1008,1.0,1
10010,10012,441,1.0,1
10010,10013,348,1.0,1
10010,10014,603,1.0,1
10010,10016,1243,1.0,1
10010,10017,265,1.0,1
10010,10018,154,1.0,1
10010,10019,634,1.0,1
10010,10021,433,1.0,1
10010,10022,394,1.0,1
10010,10023,711,1.0,1
10010,10024,706,1.0,1
10010,10025,887,1.0,1
10010,10026,396,1.0,1
10010,10027,509,1.0,1
10010,10028,548,1.0,1
10010,10029,558,1.0,1
10010,10030,241,1.0,1
10010,10031,516,1.0,1
10010,10032,378,1.0,1
10010,10033,394,1.0,1
10010,10034,305,1.0,1
10010,10035,245,1.0,1
10010,10036,441,1.0,1
10010,10037,128,1.0,1
10010,10038,283,1.0,1
10010,10039,189,1.0,1
10010,10040,293,1.0,1
10010,10044,85,1.0,1
10010,10065,368,1.0,1
10010,10069,64,1.0,1
10010,10075,286,1.0,1
10010,10128,767,1.0,1
10010,10162,16,1.0,1
10010,10280,123,1.0,1
10010,10282,31,1.0,1
10010,10301,179,1.0,1
10010,10302,48,1.0,1
10010,10303,81,1.0,1
10010,10304,145,1.0,1
10010,10305,176,1.0,1
10010,10306,182,1.0,1
10010,10307,40,1.0,1
10010,10308,81,1.0,1
10010,10309,85,1.0,1
10010,10310,91,1.0,1
10010,10312,185,1.0,1
10010,10314,303,1.0,1
10010,10451,251,1.0,1
10010,10452,330,1.0,1
10010,10453,329,1.0,1
10010,10454,174,1.0,1
10010,10455,204,1.0,1
10010,10456,381,1.0,1
10010,10457,311,1.0,1
10010,10458,267,1.0,1
10010,10459,207,1.0,1
10010,10460,223,1.0,1
10010,10461,210,1.0,1
10010,10462,360,1.0,1
10010,10463,284,1.0,1
10010,10464,24,1.0,1
10010,10465,154,1.0,1
10010,10466,173,1.0,1
10010,10467,299,1.0,1
10010,10468,275,1.0,1
10010,10469,170,1.0,1
10010,10470,46,1.0,1
10010,10471,112,1.0,1
10010,10472,228,1.0,1
10010,10473,221,1.0,1
10010,10474,41,1.0,1
10010,10475,133,1.0,1
10010,11001,14,1.0,1
10010,11003,2,1.0,1
10010,11004,48,1.0,1
10010,11005,2,1.0,1
10010,11040,9,1.0,1
10010,11101,423,1.0,1
10010,11102,483,1.0,1
10010,11103,501,1.0,1
10010,11104,304,1.0,1
10010,11105,425,1.0,1
10010,11106,445,1.0,1
10010,11109,109,1.0,1
10010,11201,993,1.0,1
10010,11203,331,1.0,1
10010,11204,264,1.0,1
10010,11205,405,1.0,1
10010,11206,690,1.0,1
10010,11207,400,1.0,1
10010,11208,352,1.0,1
10010,11209,529,1.0,1
10010,11210,308,1.0,1
10010,11211,1311,1.0,1
10010,11212,287,1.0,1
10010,11213,353,1.0,1
10010,11214,390,1.0,1
10010,11215,1044,1.0,1
10010,11216,644,1.0,1
10010,11217,632,1.0,1
10010,11218,540,1.0,1
10010,11219,246,1.0,1
10010,11220,388,1.0,1
10010,11221,697,1.0,1
10010,11222,613,1.0,1
10010,11223,310,1.0,1
10010,11224,134,1.0,1
10010,11225,514,1.0,1
10010,11226,685,1.0,1
10010,11228,217,1.0,1
10010,11229,333,1.0,1
10010,11230,520,1.0,1
10010,11231,497,1.0,1
10010,11232,200,1.0,1
10010,11233,390,1.0,1
10010,11234,429,1.0,1
10010,11235,263,1.0,1
10010,11236,346,1.0,1
10010,11237,434,1.0,1
10010,11238,887,1.0,1
10010,11239,38,1.0,1
10010,11354,236,1.0,1
10010,11355,291,1.0,1
10010,11356,107,1.0,1
10010,11357,174,1.0,1
10010,11358,172,1.0,1
10010,11359,1,1.0,1
10010,11360,79,1.0,1
10010,11361,105,1.0,1
10010,11362,50,1.0,1
10010,11363,25,1.0,1
10010,11364,113,1.0,1
10010,11365,154,1.0,1
10010,11366,68,1.0,1
10010,11367,198,1.0,1
10010,11368,432,1.0,1
10010,11369,205,1.0,1
10010,11370,137,1.0,1
10010,11371,3,1.0,1
10010,11372,519,1.0,1
10010,11373,650,1.0,1
10010,11374,292,1.0,1
10010,11375,591,1.0,1
10010,11377,695,1.0,1
10010,11378,204,1.0,1
10010,11379,199,1.0,1
10010,11385,709,1.0,1
10010,11411,86,1.0,1
10010,11412,79,1.0,1
10010,11413,133,1.0,1
10010,11414,85,1.0,1
10010,11415,159,1.0,1
10010,11416,116,1.0,1
10010,11417,134,1.0,1
10010,11418,165,1.0,1
10010,11419,172,1.0,1
10010,11420,204,1.0,1
10010,11421,200,1.0,1
10010,11422,89,1.0,1
10010,11423,81,1.0,1
10010,11426,71,1.0,1
10010,11427,81,1.0,1
10010,11428,69,1.0,1
10010,11429,98,1.0,1
10010,11432,191,1.0,1
10010,11433,87,1.0,1
10010,11434,122,1.0,1
10010,11435,210,1.0,1
10010,11436,42,1.0,1
10010,11691,134,1.0,1
10010,11692,71,1.0,1
10010,11693,34,1.0,1
10010,11694,92,1.0,1
10010,11697,27,1.0,1
11367,10001,4,4.0,4
11367,10002,18,4.0,4
11367,10003,12,4.0,4
11367,10004,1,4.0,4
11367,10005,2,4.0,4
11367,10006,1,4.0,4
11367,10009,14,4.0,4
11367,10010,4,4.0,4
11367,10011,7,4.0,4
11367,10012,3,4.0,4
11367,10013,3,4.0,4
11367,10014,5,4.0,4
11367,10016,8,4.0,4
11367,10017,5,4.0,4
11367,10019,4,4.0,4
11367,10021,8,4.0,4
11367,10022,2,4.0,4
11367,10023,5,4.0,4
11367,10024,16,4.0,4
11367,10025,21,4.0,4
11367,10026,13,4.0,4
11367,10027,23,4.0,4
11367,10028,3,4.0,4
11367,10029,22,4.0,4
11367,10030,10,4.0,4
11367,10031,21,4.0,4
11367,10032,25,4.0,4
11367,10033,12,4.0,4
11367,10034,13,4.0,4
11367,10035,6,4.0,4
11367,10036,1,4.0,4
11367,10037,4,4.0,4
11367,10038,1,4.0,4
11367,10039,5,4.0,4
11367,10040,10,4.0,4
11367,10044,3,4.0,4
11367,10065,7,4.0,4
11367,10128,8,4.0,4
11367,10282,1,4.0,4
11367,10301,11,4.0,4
11367,10302,6,4.0,4
11367,10303,11,4.0,4
11367,10304,10,4.0,4
11367,10305,13,4.0,4
11367,10306,17,4.0,4
11367,10307,6,4.0,4
11367,10308,2,4.0,4
11367,10309,15,4.0,4
11367,10310,4,4.0,4
11367,10312,19,4.0,4
11367,10314,17,4.0,4
11367,10451,29,4.0,4
11367,10452,50,4.0,4
11367,10453,31,4.0,4
11367,10454,29,4.0,4
11367,10455,21,4.0,4
11367,10456,46,4.0,4
11367,10457,39,4.0,4
11367,10458,42,4.0,4
11367,10459,26,4.0,4
11367,10460,18,4.0,4
11367,10461,27,4.0,4
11367,10462,36,4.0,4
11367,10463,25,4.0,4
11367,10464,4,4.0,4
11367,10465,41,4.0,4
11367,10466,20,4.0,4
11367,10467,38,4.0,4
11367,10468,49,4.0,4
11367,10469,36,4.0,4
11367,10470,6,4.0,4
11367,10471,6,4.0,4
11367,10472,26,4.0,4
11367,10473,27,4.0,4
11367,10474,10,4.0,4
11367,10475,25,4.0,4
11367,11001,3,4.0,4
11367,11004,21,4.0,4
11367,11005,1,4.0,4
11367,11040,2,4.0,4
11367,11101,13,4.0,4
11367,11102,42,4.0,4
11367,11103,60,4.0,4
11367,11104,16,4.0,4
11367,11105,59,4.0,4
11367,11106,29,4.0,4
11367,11201,12,4.0,4
11367,11203,38,4.0,4
11367,11204,18,4.0,4
11367,11205,13,4.0,4
11367,11206,36,4.0,4
11367,11207,95,4.0,4
11367,11208,118,4.0,4
11367,11209,17,4.0,4
11367,11210,24,4.0,4
11367,11211,26,4.0,4
11367,11212,44,4.0,4
11367,11213,27,4.0,4
11367,11214,18,4.0,4
11367,11215,15,4.0,4
11367,11216,15,4.0,4
11367,11217,11,4.0,4
11367,11218,18,4.0,4
11367,11219,19,4.0,4
11367,11220,17,4.0,4
11367,11221,53,4.0,4
11367,11222,12,4.0,4
11367,11223,21,4.0,4
11367,11224,11,4.0,4
11367,11225,30,4.0,4
11367,11226,40,4.0,4
11367,11228,7,4.0,4
11367,11229,25,4.0,4
11367,11230,35,4.0,4
11367,11231,10,4.0,4
11367,11232,9,4.0,4
11367,11233,37,4.0,4
11367,11234,47,4.0,4
11367,11235,18,4.0,4
11367,11236,36,4.0,4
11367,11237,36,4.0,4
11367,11238,15,4.0,4
11367,11239,11,4.0,4
11367,11354,77,4.0,4
11367,11355,195,4.0,4
11367,11356,27,4.0,4
11367,11357,44,4.0,4
11367,11358,63,4.0,4
11367,11360,17,4.0,4
11367,11361,28,4.0,4
11367,11362,21,4.0,4
11367,11363,6,4.0,4
11367,11364,49,4.0,4
11367,11365,149,4.0,4
11367,11366,55,4.0,4
11367,11367,479,4.0,4
11367,11368,97,4.0,4
11367,11369,48,4.0,4
11367,11370,37,4.0,4
11367,11371,1,4.0,4
11367,11372,54,4.0,4
11367,11373,78,4.0,4
11367,11374,88,4.0,4
11367,11375,105,4.0,4
11367,11377,74,4.0,4
11367,11378,38,4.0,4
11367,11379,55,4.0,4
11367,11385,101,4.0,4
11367,11411,39,4.0,4
11367,11412,52,4.0,4
11367,11413,45,4.0,4
11367,11414,24,4.0,4
11367,11415,32,4.0,4
11367,11416,42,4.0,4
11367,11417,34,4.0,4
11367,11418,61,4.0,4
11367,11419,59,4.0,4
11367,11420,55,4.0,4
11367,11421,45,4.0,4
11367,11422,39,4.0,4
11367,11423,44,4.0,4
11367,11426,23,4.0,4
11367,11427,41,4.0,4
11367,11428,28,4.0,4
11367,11429,44,4.0,4
11367,11430,1,4.0,4
11367,11432,112,4.0,4
11367,11433,72,4.0,4
11367,11434,74,4.0,4
11367,11435,98,4.0,4
11367,11436,27,4.0,4
11367,11691,57,4.0,4
11367,11692,23,4.0,4
11367,11693,14,4.0,4
11367,11694,17,4.0,4
11367,11697,6,4.0,4
10014,10001,218,1.0,1
10014,10002,421,1.0,1
10014,10003,417,1.0,1
10014,10004,45,1.0,1
10014,10005,76,1.0,1
10014,10006,38,1.0,1
10014,10007,51,1.0,1
10014,10009,493,1.0,1
10014,10010,214,1.0,1
10014,10011,616,1.0,1
10014,10012,260,1.0,1
10014,10013,240,1.0,1
10014,10014,759,1.0,1
10014,10016,344,1.0,1
10014,10017,101,1.0,1
10014,10018,57,1.0,1
10014,10019,304,1.0,1
10014,10021,170,1.0,1
10014,10022,146,1.0,1
10014,10023,321,1.0,1
10014,10024,293,1.0,1
10014,10025,426,1.0,1
10014,10026,188,1.0,1
10014,10027,268,1.0,1
10014,10028,209,1.0,1
10014,10029,302,1.0,1
10014,10030,186,1.0,1
10014,10031,351,1.0,1
10014,10032,267,1.0,1
10014,10033,201,1.0,1
10014,10034,191,1.0,1
10014,10035,172,1.0,1
10014,10036,209,1.0,1
10014,10037,115,1.0,1
10014,10038,147,1.0,1
10014,10039,121,1.0,1
10014,10040,202,1.0,1
10014,10044,30,1.0,1
10014,10065,119,1.0,1
10014,10069,24,1.0,1
10014,10075,125,1.0,1
10014,10119,1,1.0,1
10014,10128,251,1.0,1
10014,10162,8,1.0,1
10014,10280,77,1.0,1
10014,10282,31,1.0,1
10014,10301,109,1.0,1
10014,10302,35,1.0,1
10014,10303,53,1.0,1
10014,10304,85,1.0,1
10014,10305,108,1.0,1
10014,10306,95,1.0,1
10014,10307,28,1.0,1
10014,10308,41,1.0,1
10014,10309,53,1.0,1
10014,10310,70,1.0,1
10014,10312,88,1.0,1
10014,10314,147,1.0,1
10014,10451,153,1.0,1
10014,10452,209,1.0,1
10014,10453,230,1.0,1
10014,10454,98,1.0,1
10014,10455,108,1.0,1
10014,10456,257,1.0,1
10014,10457,171,1.0,1
10014,10458,202,1.0,1
10014,10459,129,1.0,1
10014,10460,153,1.0,1
10014,10461,105,1.0,1
10014,10462,170,1.0,1
10014,10463,189,1.0,1
10014,10464,11,1.0,1
10014,10465,88,1.0,1
10014,10466,108,1.0,1
10014,10467,234,1.0,1
10014,10468,205,1.0,1
10014,10469,120,1.0,1
10014,10470,39,1.0,1
10014,10471,61,1.0,1
10014,10472,172,1.0,1
10014,10473,159,1.0,1
10014,10474,29,1.0,1
10014,10475,58,1.0,1
10014,11001,8,1.0,1
10014,11004,20,1.0,1
10014,11005,5,1.0,1
10014,11040,2,1.0,1
10014,11101,165,1.0,1
10014,11102,216,1.0,1
10014,11103,315,1.0,1
10014,11104,153,1.0,1
10014,11105,246,1.0,1
10014,11106,235,1.0,1
10014,11109,38,1.0,1
10014,11201,519,1.0,1
10014,11203,210,1.0,1
10014,11204,190,1.0,1
10014,11205,247,1.0,1
10014,11206,491,1.0,1
10014,11207,294,1.0,1
10014,11208,228,1.0,1
10014,11209,267,1.0,1
10014,11210,171,1.0,1
10014,11211,676,1.0,1
10014,11212,221,1.0,1
10014,11213,254,1.0,1
10014,11214,225,1.0,1
10014,11215,539,1.0,1
10014,11216,486,1.0,1
10014,11217,330,1.0,1
10014,11218,262,1.0,1
10014,11219,123,1.0,1
10014,11220,265,1.0,1
10014,11221,519,1.0,1
10014,11222,358,1.0,1
10014,11223,166,1.0,1
10014,11224,78,1.0,1
10014,11225,306,1.0,1
10014,11226,445,1.0,1
10014,11228,129,1.0,1
10014,11229,188,1.0,1
10014,11230,206,1.0,1
10014,11231,291,1.0,1
10014,11232,109,1.0,1
10014,11233,297,1.0,1
10014,11234,207,1.0,1
10014,11235,147,1.0,1
10014,11236,221,1.0,1
10014,11237,318,1.0,1
10014,11238,487,1.0,1
10014,11239,28,1.0,1
10014,11354,95,1.0,1
10014,11355,145,1.0,1
10014,11356,46,1.0,1
10014,11357,97,1.0,1
10014,11358,94,1.0,1
10014,11359,1,1.0,1
10014,11360,26,1.0,1
10014,11361,52,1.0,1
10014,11362,32,1.0,1
10014,11363,6,1.0,1
10014,11364,67,1.0,1
10014,11365,88,1.0,1
10014,11366,23,1.0,1
10014,11367,62,1.0,1
10014,11368,242,1.0,1
10014,11369,112,1.0,1
10014,11370,82,1.0,1
10014,11371,1,1.0,1
10014,11372,268,1.0,1
10014,11373,338,1.0,1
10014,11374,124,1.0,1
10014,11375,237,1.0,1
10014,11377,395,1.0,1
10014,11378,126,1.0,1
10014,11379,109,1.0,1
10014,11385,452,1.0,1
10014,11411,33,1.0,1
10014,11412,68,1.0,1
10014,11413,58,1.0,1
10014,11414,37,1.0,1
10014,11415,71,1.0,1
10014,11416,78,1.0,1
10014,11417,88,1.0,1
10014,11418,86,1.0,1
10014,11419,88,1.0,1
10014,11420,91,1.0,1
10014,11421,122,1.0,1
10014,11422,46,1.0,1
10014,11423,56,1.0,1
10014,11426,22,1.0,1
10014,11427,45,1.0,1
10014,11428,47,1.0,1
10014,11429,49,1.0,1
10014,11430,4,1.0,1
10014,11432,122,1.0,1
10014,11433,74,1.0,1
10014,11434,100,1.0,1
10014,11435,122,1.0,1
10014,11436,41,1.0,1
10014,11691,63,1.0,1
10014,11692,44,1.0,1
10014,11693,36,1.0,1
10014,11694,49,1.0,1
10014,11697,13,1.0,1
10003,10001,332,1.0,1
10003,10002,1022,1.0,1
10003,10003,1938,1.0,1
10003,10004,80,1.0,1
10003,10005,115,1.0,1
10003,10006,55,1.0,1
10003,10007,86,1.0,1
10003,10009,1447,1.0,1
10003,10010,658,1.0,1
10003,10011,914,1.0,1
10003,10012,753,1.0,1
10003,10013,363,1.0,1
10003,10014,572,1.0,1
10003,10016,848,1.0,1
10003,10017,208,1.0,1
10003,10018,104,1.0,1
10003,10019,571,1.0,1
10003,10021,462,1.0,1
10003,10022,329,1.0,1
10003,10023,596,1.0,1
10003,10024,629,1.0,1
10003,10025,946,1.0,1
10003,10026,507,1.0,1
10003,10027,660,1.0,1
10003,10028,526,1.0,1
10003,10029,819,1.0,1
10003,10030,357,1.0,1
10003,10031,669,1.0,1
10003,10032,631,1.0,1
10003,10033,537,1.0,1
10003,10034,365,1.0,1
10003,10035,349,1.0,1
10003,10036,369,1.0,1
10003,10037,239,1.0,1
10003,10038,314,1.0,1
10003,10039,289,1.0,1
10003,10040,398,1.0,1
10003,10044,67,1.0,1
10003,10065,333,1.0,1
10003,10069,60,1.0,1
10003,10075,303,1.0,1
10003,10119,1,1.0,1
10003,10128,717,1.0,1
10003,10162,27,1.0,1
10003,10280,122,1.0,1
10003,10282,36,1.0,1
10003,10301,283,1.0,1
10003,10302,113,1.0,1
10003,10303,147,1.0,1
10003,10304,233,1.0,1
10003,10305,266,1.0,1
10003,10306,278,1.0,1
10003,10307,39,1.0,1
10003,10308,94,1.0,1
10003,10309,131,1.0,1
10003,10310,173,1.0,1
10003,10312,251,1.0,1
10003,10314,453,1.0,1
10003,10451,350,1.0,1
10003,10452,505,1.0,1
10003,10453,496,1.0,1
10003,10454,280,1.0,1
10003,10455,299,1.0,1
10003,10456,615,1.0,1
10003,10457,411,1.0,1
10003,10458,423,1.0,1
10003,10459,311,1.0,1
10003,10460,362,1.0,1
10003,10461,300,1.0,1
10003,10462,453,1.0,1
10003,10463,328,1.0,1
10003,10464,31,1.0,1
10003,10465,238,1.0,1
10003,10466,276,1.0,1
10003,10467,436,1.0,1
10003,10468,399,1.0,1
10003,10469,299,1.0,1
10003,10470,78,1.0,1
10003,10471,127,1.0,1
10003,10472,395,1.0,1
10003,10473,366,1.0,1
10003,10474,70,1.0,1
10003,10475,231,1.0,1
10003,11001,16,1.0,1
10003,11004,62,1.0,1
10003,11005,3,1.0,1
10003,11040,5,1.0,1
10003,11101,421,1.0,1
10003,11102,502,1.0,1
10003,11103,533,1.0,1
10003,11104,354,1.0,1
10003,11105,599,1.0,1
10003,11106,518,1.0,1
10003,11109,76,1.0,1
10003,11201,986,1.0,1
10003,11203,636,1.0,1
10003,11204,379,1.0,1
10003,11205,486,1.0,1
10003,11206,974,1.0,1
10003,11207,768,1.0,1
10003,11208,587,1.0,1
10003,11209,689,1.0,1
10003,11210,489,1.0,1
10003,11211,1326,1.0,1
10003,11212,514,1.0,1
10003,11213,570,1.0,1
10003,11214,527,1.0,1
10003,11215,1127,1.0,1
10003,11216,845,1.0,1
10003,11217,578,1.0,1
10003,11218,621,1.0,1
10003,11219,292,1.0,1
10003,11220,656,1.0,1
10003,11221,1016,1.0,1
10003,11222,625,1.0,1
10003,11223,384,1.0,1
10003,11224,190,1.0,1
10003,11225,758,1.0,1
10003,11226,1055,1.0,1
10003,11228,320,1.0,1
10003,11229,505,1.0,1
10003,11230,531,1.0,1
10003,11231,507,1.0,1
10003,11232,255,1.0,1
10003,11233,722,1.0,1
10003,11234,710,1.0,1
10003,11235,383,1.0,1
10003,11236,645,1.0,1
10003,11237,694,1.0,1
10003,11238,990,1.0,1
10003,11239,104,1.0,1
10003,11354,307,1.0,1
10003,11355,460,1.0,1
10003,11356,130,1.0,1
10003,11357,229,1.0,1
10003,11358,200,1.0,1
10003,11359,3,1.0,1
10003,11360,78,1.0,1
10003,11361,117,1.0,1
10003,11362,73,1.0,1
10003,11363,17,1.0,1
10003,11364,139,1.0,1
10003,11365,176,1.0,1
10003,11366,63,1.0,1
10003,11367,179,1.0,1
10003,11368,540,1.0,1
10003,11369,256,1.0,1
10003,11370,189,1.0,1
